entry_id,english_word,kapampangan_word,part_of_speech,semantic_note,example_english,example_kapampangan,example_split_status,eng_headword_in_example_exact,kap_headword_in_example_exact,source_name,source_url_en_kap,source_url_kap_en,dataset_role,quality_tier,validation_status
poly_ce939a80c290,why,bakit,adverb,interrogative reason,Why are you sad?,Bakit malungkut ka?,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_4b97d1554ced,yesterday,kapilan,adverb,on the previous day,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_b77a3a32ae9c,and,at,conjunction,connecting words or clauses,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_ae29b23b4eb5,because,uli,conjunction,introducing a reason,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_089e92e6e841,but,dapot,conjunction,introducing a contrast,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_8a520a6a5525,if,nung,conjunction,introducing a condition,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_16d31061b42d,or,o,conjunction,presenting alternatives,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_094e38275dea,no,ali,interjection,negative,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
polyapi_335686199c20,oh!,aba,interjection,,"Oh, I didn't see you there.","Aba, eku ka milalaus.",api_example_pair,False,True,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
poly_793fc6b8b68d,yes,wa,interjection,affirmative,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
polyapi_a6348f35a9f7,abias,abyas,noun,,,,api_lookup_only,False,False,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
polyapi_7119f64731a2,absic,absic,noun,,The absic is a type of fruit.,Ing absic metung yang uri ning bunga.,api_example_pair,True,True,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
polyapi_12824b63a06d,ama,abpa,noun,,The father loves his children very much.,Miy قابله ing ama karing kayang ának.,api_example_pair,False,False,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
polyapi_55ce468f9870,ash,abo,noun,,The fire left behind only ash.,"Ing apoy, abo mu ing tinggulut na.",api_example_pair,True,True,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
polyapi_9f3dfe13a860,basket,absak,noun,,She carried the fruit in a basket.,Dala ne ing bungang yatu king absak.,api_example_pair,True,True,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
polyapi_3665df1a72ec,block,ablok,noun,,He built a wall with a large block.,Migawa ya keng muawang keng malaking ablok.,api_example_pair,True,True,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
poly_ec25224e0dd6,book,libru,noun,a written or printed work,This book is new.,Bayu ing libru a iti.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_947844fc22c9,boy,bayi,noun,a male child,The boy runs fast.,Matagse ing bayi.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_470ec71f3e13,bread,tinape,noun,baked food made from flour,The bread is fresh.,Bayu ing tinape.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_5fdf532acd22,car,kotse,noun,a road vehicle,The car is fast.,Mabilis ing kotse.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
polyapi_e7c7fa9e10fd,cat,abyang,noun,,The cat sat on the mat.,Karpit ya ing abyang king banig.,api_example_pair,True,True,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
poly_78350468eec8,chair,silia,noun,a seat for one person,The chair is small.,Maliit ing silia.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
polyapi_7f2170acd213,child,abit,noun,,The child played happily in the park.,Tinipun ne ing anak king plasa.,api_example_pair,True,False,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
polyapi_e2d386bf9044,child,abwa,noun,,The child played happily in the park.,Tinipun ne ing anak king parque.,api_example_pair,True,False,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
polyapi_af95bfc26f88,child,abye,noun,,The child played happily in the park.,Miyari ya ing anak king parke.,api_example_pair,True,False,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
poly_ce0ff415af65,child,anak,noun,a young human,The child is sleeping.,Turu ya ing anak.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_99b604762fdd,city,balen,noun,a large town,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_0e9749d8e166,coffee,kape,noun,drink made from roasted beans,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
polyapi_b8eb3e9d3e0d,contribution,abud,noun,,His contribution was greatly appreciated.,Penabak ne ing kayang abud.,api_example_pair,True,True,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
poly_4d40c493d7af,country,bansa,noun,a nation,Our country is beautiful.,Masanting ing bansa tamu.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_04e84d2d2613,day,aldo,noun,24-hour period,Today is a good day.,Mayap a aldo ing ngeni.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
polyapi_1871d08aeff7,delay,abala,noun,,,,api_lookup_only,False,False,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
polyapi_58dedebdaf33,door,abpang,noun,,Please close the door behind you.,Pakisara la ing abpang kapamilatan mu.,api_example_pair,True,True,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
poly_02e387a5e3ef,door,pasbul,noun,a hinged barrier at an entrance,The door is open.,Buklat ing pasbul.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_5f9f8ed12683,ear,balugbug,noun,organ of hearing,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_8ccbccdfc587,earth,lupa,noun,the planet we live on,The earth is our home.,Ing lupa ing bale tamu.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_11620810486b,egg,talung,noun,oval object laid by a bird,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_78820179ae1f,evening,bengi,noun,late part of the day,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_4f6250170f13,eye,mata,noun,organ of sight,,,missing_pair,False,False,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,medium,needs_linguist_review
poly_ee3dee143048,family,pamilya,noun,a group of related people,My family is large.,Maragul ing pamilya ku.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_7c47d2ec74de,father,ama,noun,a male parent,My father works here.,Obra ya keni ing ama ku.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_3e5d1685ac82,fire,apuy,noun,combustion producing heat and light,The fire is hot.,Mainit ing apuy.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
poly_26d711d0290d,fish,asang,noun,aquatic animal eaten as food,The fish is fresh.,Bayu ing asang.,overlap_split,True,True,Polytranslator dictionary,https://www.polytranslator.com/dictionary/kapampangan/,https://www.polytranslator.com/dictionary/kapampangan-to-english/,clean_seed_lexicon_for_pos_and_mt,high,needs_linguist_review
polyapi_147196399fa5,flood,abual,noun,,The heavy rain caused a flood in the town.,Ing maranasan ulan megua yang abual king balen.,api_example_pair,True,True,Polytranslator lookup API,https://www.polytranslator.com/api/dictionary/lookup,https://www.polytranslator.com/api/dictionary/lookup,api_enriched_seed_lexicon_for_pos_and_mt,low,needs_linguist_review
