pair_id,story_num,story_title,pam_text,fil_text
story_0080,5,"Reduce, Reuse, Recycle",Tungkul ya ini king pamagrecycle kareng megamit nang bage.,Ito ay tungkol sa pag-recycle ng mga nagamit na bagay.
story_0081,5,"Reduce, Reuse, Recycle","Sinabi da reng anak na mekakolekta lang marakal a bage kalupa ning lumang diaryu, kartun, boti at aliwa pa.","Sinabi ng mga bata na nangongolekta sila ng maraming bagay tulad ng lumang diyaryo, karton, boti, at iba pa."
story_0082,5,"Reduce, Reuse, Recycle","Ibat kareng akolekta rang gamit, mekagawa lang plorera a Paper Mache, mangalating animalis at dukanan lapis na karelang penakitan ginamit dala para makapagpagawa lang sariing banyu king karelang kwartu.","Mula sa mga nakolektang gamit, nakagawa sila ng plorera na gawa sa paper mache, iba't ibang hugis-hayop, at lalagyan ng lapis, na ang naipong benta ay ginagamit nila para makagawa ng sarili nilang pondo sa kanilang klase."
story_0083,5,"Reduce, Reuse, Recycle",Asahan nang Gng. Ramos na pakyapusada ing gewa da ring aliwa pa.,Umaasa si Gng. Ramos na matatapos ang iba pa nilang ginagawa.
story_0084,5,"Reduce, Reuse, Recycle","Agkatan na lang mag ""Reduce, Reuse, at Recycle"".","Hinihikayat niya ang lahat na mag-""Reduce, Reuse, at Recycle."""
story_0085,5,"Reduce, Reuse, Recycle","Ana pin, ""Manakitan na ka, Makasaup ka pa king kapaligiran.""","Sabi pa niya, ""Kikita ka pa, at makakatulong ka pa sa kapaligiran."""
story_0086,5,"Reduce, Reuse, Recycle","King Bunduk Arayat king Pampanga ating makatuknang metung a engkantada, i Mariang Sinukwan.","Sa Bundok Arayat sa Pampanga, may naninirahang isang engkantada, si Mariang Sinukwan."
story_0087,5,"Reduce, Reuse, Recycle","Tune yang malagu i Maria, matas ya at talagang makaenganyung lalawen.","Talagang maganda si Maria, matangkad siya at talagang kahali-halinang tingnan."
story_0088,5,"Reduce, Reuse, Recycle",Deng tau karin lalawen de anti mong metung a diyosa.,Ang mga taong nakakakita sa kanya doon ay iniisip na siya ay isang diyosa.
story_0089,5,"Reduce, Reuse, Recycle","Uling talagang maganaka ya, sosopan na lang Maria deng taung manuknangan king palibut ning bunduk.","Dahil talagang mapagbigay siya, sinusuportahan ni Maria ang mga taong naninirahan sa paligid ng bundok."
story_0090,5,"Reduce, Reuse, Recycle","Mamili yang miyayaliwang prutas, gule at aliwa pang apangan da reng tau kareng tarangkahan da reng balang bale.","Namimili siya ng iba't ibang prutas, gulay, at iba pang pagkain para sa mga tao sa may tarangkahan ng bawat bahay."
story_0091,5,"Reduce, Reuse, Recycle",Palagad-lagad papakit ya rin i Maria kareng taung kayang dirinan.,"Paminsan-minsan, nagpapakita rin si Maria sa mga taong malapit sa kanyang tinitirhan."
story_0092,5,"Reduce, Reuse, Recycle","Ban ipakit da ring tau ing karelang pamipasalamat kang Maria, mengaku la na ali mukyat king bunduk nang Mariang Sinukwan.","Upang ipakita ng mga tao ang kanilang pasasalamat kay Maria, nangako sila na hindi aakyat sa bundok ni Mariang Sinukwan."
story_0093,5,"Reduce, Reuse, Recycle",Pengaku da murin na alila mandakap animals at manag tal karetang sampaga at aliwa pang bungang tanaman king bunduk.,Nangako rin sila na hindi manghuhuli ng mga hayop at pipitas ng sampagita at iba pang bungang tanim sa bundok.
story_0094,5,"Reduce, Reuse, Recycle",Pero ating bayung sibul a kayanakan a meging mapangahas at meging makasarili.,Ngunit may bagong lipi ng mga kabataang naging pangahas at naging makasarili.
story_0095,5,"Reduce, Reuse, Recycle","Misan a aldo, minukyat la king bunduk at megdala lang dakal a saku.","Isang araw, umakyat sila sa bundok at nagdala ng maraming sako."
story_0096,5,"Reduce, Reuse, Recycle",Kitmu dala ngan deng karelang saku karetang miyayaliwang bungang gule at prutas akit da king bunduk.,Pinuno nila ang kanilang mga sako ng iba't ibang prutas at gulay na nakita nila sa bundok.
story_0097,5,"Reduce, Reuse, Recycle",Pati animales dekap da la at dinatuk keng saku.,Pati mga hayop ay hinuli nila at itinali sa sako.
story_0098,5,"Reduce, Reuse, Recycle","Ulina nita, mimwa ya i Mariang Sinukwan at perusan na la detang mapangahas menako king bunduk at ali nala mekapagbalik pa kareng kare-karelang pibale-bale.","Dahil dito, nagpakita si Mariang Sinukwan at pinarusahan ang mga pangahas na iyon na nagnakaw sa bundok, at hindi na sila nakabalik pa sa kani-kanilang tahanan."
story_0099,5,"Reduce, Reuse, Recycle","Agyang anti kanita na ing milyari, alilapa mu rin medala ding aliwa king pamanako king bunduk.","Kahit ganito ang nangyari, mayroon pa ring iba na nangahas manakaw sa bundok."
story_0100,5,"Reduce, Reuse, Recycle","Ding aliwa naman ala lang pakundangan king pamanyira king bunduk bilang parusa, tinuknang neng mamye prutas, gule at animali kareng tau i Maria.","Ang iba naman ay walang paggalang sa pananakit sa bundok; bilang parusa, tumigil si Maria sa pagbibigay ng prutas, gulay, at hayop sa mga tao."
story_0101,5,"Reduce, Reuse, Recycle",Ali dane mu rin ikit manibat kanita i Mariang Sinukuan uling minukyat ne king tuktuk ning bunduk at aline tinipa pa kapilan man.,Wala nang nakakita kay Mariang Sinukwan mula noon dahil umakyat na siya sa tuktok ng bundok at hindi na siya nakita kahit kailan.
story_0102,7,King Iskwela,Bayu yang lipat i Rowean king Sta. Ana Elementary School.,Bago lumipat si Rowena sa Sta. Ana Elementary School.
story_0103,7,King Iskwela,Kakabag ya salu kabang palub lang Ima na king iskwela.,Kinakabahan siya habang papasok sila ng kanyang Ina sa paaralan.
story_0104,7,King Iskwela,Ikit nala ring anak a mamyalung antimong pakabulus a ayup king playground ning iskwela.,Nakita nila ang mga batang naglalaro na parang mga malayang ibon sa playground ng paaralan.
story_0105,7,King Iskwela,Mumuna reng pintalan ing opisina na ning principal.,Una nilang pinuntahan ang opisina ng principal.
story_0106,7,King Iskwela,Biglang milako ing kabag ng salu anyang selubungan nala ning principal a makimalwalas a lupa.,Biglang nawala ang kaba niya nang salubungin sila ng principal na may mabait na mukha.
story_0107,7,King Iskwela,Sinabi ra king principal ing sangkan kung bakit lilipat ya i Rowena ibat king Bulacan.,Sinabi nila sa principal ang dahilan kung bakit lilipat si Rowena mula sa Bulacan.
story_0108,7,King Iskwela,Tiki nala ning principal king kayang maging mestra at lalu yang mipasno anyang akit nala rin ding kayang kaklasi na balamu maamung tupa.,"Isinama sila ng principal sa magiging guro niya, at lalo siyang natuwa nang makita niya ang kanyang mga kaklase na parang maaamong tupa."
story_0109,7,King Iskwela,Agad yang ating akaluguran at meging masaya ing mumuna nang aldo king kayang bayung pipagaralang kwartu.,"Agad siyang nagkaroon ng kaibigan, at naging masaya ang unang araw niya sa kanyang bagong silid-aralan."
story_0110,7,King Iskwela,Pinasyal ne mu rin ning principal karing miyayaliwang lugar/parti ning iskwela.,Pinasyal din siya ng principal sa iba't ibang bahagi ng paaralan.
story_0111,8,"Ing kekaming Komunidad, Kanita at Ngeni","Ing Sta. Maria, ing kekaming baryun keragulan.","Ang Sta. Maria, ang aming bayan, ay dati nang masaya."
story_0112,8,"Ing kekaming Komunidad, Kanita at Ngeni",Dati yang simpli mung komunidad.,Noon ito ay simple lamang na komunidad.
story_0113,8,"Ing kekaming Komunidad, Kanita at Ngeni",Deng memaryu mikikilala la ngan at mipapanyaup.,Ang mga kapitbahay ay magkakakilala at nagtutulungan.
story_0114,8,"Ing kekaming Komunidad, Kanita at Ngeni",Kuntentu na la nung atin lang radyu kareng kare-karelang pibale-bale at makikiramdam balita.,Kontento na sila kung mayroon lang silang radyo sa kani-kanilang bahay at nakakapakinig ng balita.
story_0115,8,"Ing kekaming Komunidad, Kanita at Ngeni",Den namang anak mamyalung lang sabatan ampong salikutan king dalan neng bengi.,Ang mga bata naman ay naglalaro lamang ng sabatan at salikutan sa daan tuwing gabi.
story_0116,8,"Ing kekaming Komunidad, Kanita at Ngeni",Ala lang pigaganakang malaparis uling deng saken kanita gareta lamung kukulyutan damulag.,Wala nang katulad na kasayahan dahil ang mga sasakyan noon ay mga kariton lamang na hila ng kalabaw.
story_0117,8,"Ing kekaming Komunidad, Kanita at Ngeni","Ngeni, pauli na ning modernung Teknolohiya, deng tau king kekaing baranggay alus ali nala mikikilala uling mas buri da pa ing manalbe telebisyun o kaya mamyalung libangan king kompyuter.","Ngayon, dahil sa modernong teknolohiya, ang mga taong nasa aming baranggay ay halos hindi na nagkakakilala dahil mas gusto na nila ang manood ng telebisyon o kaya maglaro sa kompyuter."
story_0118,8,"Ing kekaming Komunidad, Kanita at Ngeni",Deng anak ali nala rin makapamyalung king dalan pauli na ning merakal nla rin deng saken alalabas a mangabilis kabang makaragdag lapa keng problemang polusyun king angin.,"Ang mga bata ay hindi na rin nakakapaglaro sa daan dahil sa pagdami ng mga sasakyang mabilis dumaan, habang dumaragdag din ang problema sa polusyon ng hangin."
story_0119,8,"Ing kekaming Komunidad, Kanita at Ngeni",At makanyan mu rin mas buri dapa ring anak ing makaarap king telebisyun kaysa king makyalung karing kalupa rang anak.,"At dahil dito, mas gusto na ng mga bata na manood ng telebisyon kaysa maglaro kasama ang kapwa nila mga bata."
story_0120,9,Arti Sta. Rita,"Ing Arti Sta. Rita ning Balen Sta.Rita, Pampanga metung ya organisasyun ding kakanta, kompositor, at musikeru keng entabladu na mebuu anyang Disyembri 2001.","Ang Arti Sta. Rita ng Bayan ng Sta. Rita, Pampanga ay isang organisasyon ng mga mang-aawit, kompositor, at musikero sa entablado na itinatag noong Disyembre 2001."
story_0121,9,Arti Sta. Rita,"Ila deng grupu a pakilala kareng miaaliwang klasi ning arti e mu king aldo ning pamag-kanta nunge pati na keng marangle ning biswal, arti, at panliteratura.","Sila ang grupong kilala sa iba't ibang uri ng sining, hindi lamang sa larangan ng pag-awit kundi pati na rin sa larangan ng biswal na sining, teatro, at panitikan."
story_0122,9,Arti Sta. Rita,"Ini bubuuan da ring grupu da ring artista na atin malablab a malasakit at lugud para king musika, kultura at pamagpalabas na atin tutuk king Kapampangan.","Binubuo ito ng grupo ng mga artistang may malalim na pagmamalasakit at pagmamahal para sa musika, kultura, at mga palabas na nakaugat sa Kapampangan."
story_0123,9,Arti Sta. Rita,Deng menimuna keti ila ri Andy Alviz at Recita...,Kabilang sa mga nangunguna rito sina Andy Alviz at Recita...
story_0124,10,Kuraldal,"Ing Kuraldal, terak yang menibatan king Balen Sasmuan, Pampanga nung nokarin pagselebran de balang Ineru 6 angang 10 neng Piesta ning Atlung Ari bilang pamamye puge king karelang patrun i Apung Lucia.","Ang Kuraldal ay isang sayaw na nagmula sa Bayan ng Sasmuan, Pampanga, na ipinagdiriwang tuwing ika-6 hanggang ika-10 ng Enero sa Piyesta ng Tatlong Hari, bilang pagpupugay sa kanilang patron na si Apung Lucia."
story_0125,10,Kuraldal,"Anyang mumunang panaun, ing terak ini para yamu kareng miasawang mamanata ban mipagkaluban lang anak.","Noong unang panahon, ang sayaw na ito ay para lamang sa mga mag-asawang nananata upang magkaroon ng anak."
story_0126,10,Kuraldal,"Oneng ngening kasalukuyan ding tau mipagkural-dal la naman para king masanting a bie, pamikakatawan at kabyayan.","Ngunit sa kasalukuyan, sumasayaw na rin ng Kuraldal ang mga tao para sa magandang buhay, kalusugan, at kasaganaan."
story_0127,10,Kuraldal,Ding kerakalan kareng babai manyulud lang imalan o bulaklakan a makikule rosa at ding lalaki naman magdala lang instrument pangmusika.,"Karamihan sa mga babae ay nagsusuot ng kasuotan o bulaklak na kulay rosas, at ang mga lalaki naman ay nagdadala ng mga instrumentong pangmusika."
story_0128,10,Kuraldal,"Atin mu rin mapilan kareng tau a magdalang malating banderang ating litratru nang Sta. Lucia a ating makasulat a ""Viva Apu Lucia, Pwera Sakit!"" kabang ala lang patugut teterak king dalan at mumunta kareng balang bale at manyad donasyun.","May ilan ding tao ang nagdadala ng maliliit na banderang may larawan ni Sta. Lucia na may nakasulat na ""Viva Apu Lucia, Pwera Sakit!"" habang walang tigil na sumasayaw sa daan at pumupunta sa bawat bahay para humingi ng donasyon."
story_0129,10,Kuraldal,Ing mesabing terak makanyan de mu naman pagmasusyan karing balen ning Sta. Ana at balen king Bataan anti king Hermosa at Orani.,Ginagaya rin ngayon ang nasabing sayaw sa bayan ng Sta. Ana at sa mga bayan sa Bataan tulad ng Hermosa at Orani.
story_0130,11,Kebaytan nang Imang Lily,Dakal a tau king kekaming balen a manenaya king kebaytan ng Imang Lily.,Maraming tao sa aming bayan ang umaasa sa kaarawan ni Imang Lily.
story_0131,11,Kebaytan nang Imang Lily,Pekamagaling yang maglutu i Imang Lily king kekaming lugal.,Si Imang Lily ang pinakamagaling magluto sa aming lugar.
story_0132,11,Kebaytan nang Imang Lily,Maralas yang mag Sadyang makayaliwa at makaganang pamangan.,Bihira siyang magsagawa ng espesyal at masarap na pagkain.
story_0133,11,Kebaytan nang Imang Lily,Ing balang subu tutukyan na pa ning marakal a subu.,Ang bawat lutuin niya ay hinihintay pa ng maraming tao.
story_0134,11,Kebaytan nang Imang Lily,Balang banwa kukum-biran nala ding kaluguran na king karelang bale ban pagselebran ing aldo na.,"Tuwing taon, tinatawag niya ang kanyang mga mahal sa buhay sa kanilang bahay para ipagdiwang ang kanyang kaarawan."
story_0135,11,Kebaytan nang Imang Lily,"Para king kayang ika-60 nang kebaytan, megsadya yang pamangan kalupa ning sisig babi, biringhi, betuteng tugak, adobung kamaru at chicharun.","Para sa kanyang ika-60 na kaarawan, naghanda siya ng mga pagkaing tulad ng sisig ng baboy, biringhi, betuteng palaka, adobong kamaru, at chicharon."
story_0136,11,Kebaytan nang Imang Lily,"Megsadya ya ring manga-nyaman a pamangan para kareng anak kalupa ning pritung manuk, pancit luglug, tidtad, putu at kutsinta.","Naghanda rin siya ng mga masarap na pagkain para sa mga bata tulad ng pritong manok, pancit luglog, tidtad, puto, at kutsinta."
story_0137,11,Kebaytan nang Imang Lily,"Menapag ya ring suman bulagta, kalame duman at pulburun bilang pagmayumu.","Nagdagdag pa sila ng suman bulagta, kalamay duman, at pulburon bilang panghimagas."
story_0138,11,Kebaytan nang Imang Lily,Mesaya la ngan ding tau king kebaytan nang Imang Lily.,Masaya ang mga tao sa kaarawan ni Imang Lily.
story_0139,12,Transportasyun king Pilipinas,Ing dyip ing pekasikat a pampublikung saken king Pilipinas at ini ing meging simbulu na ning kulturang Pilipino king buung yatu.,"Ang jeep ang pinakasikat na pampublikong sasakyan sa Pilipinas, at ito ang naging simbolo ng kulturang Pilipino sa buong mundo."
story_0140,12,Transportasyun king Pilipinas,"Aliwa pang kilalang pampublikung saken keng bansa ing traysikel, a karaniwang sasaken da reng pasaherus lalu na kareng baryu.","Isa pang kilalang pampublikong sasakyan sa bansa ang traysikel, na karaniwang sinasakyan ng mga pasahero lalo na sa mga baryo."
story_0141,12,Transportasyun king Pilipinas,Ding tren makikilala nala rin bilang pampublikung saken king bansa lalu na king siyudad king Manila.,"Kilala rin ang mga tren bilang pampublikong sasakyan sa bansa, lalo na sa lungsod ng Maynila."
